timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650707342856,1744,Open registration page Request,200,OK,Thread Group of 100 users 1-1,text,true,,6397,252,1,3,https://blazedemo.com/register,945,0,526
1650707342856,1744,Open registration page Request,200,OK,Thread Group of 300 users 3-1,text,true,,6397,252,2,3,https://blazedemo.com/register,945,0,526
1650707342856,947,Open registration page Request-0,302,Found,Thread Group of 100 users 1-1,text,true,,227,126,1,3,http://blazedemo.com/register,945,0,526
1650707342856,947,Open registration page Request-0,302,Found,Thread Group of 300 users 3-1,text,true,,227,126,2,3,http://blazedemo.com/register,945,0,526
1650707343806,794,Open registration page Request-1,200,OK,Thread Group of 100 users 1-1,text,true,,6170,126,1,3,https://blazedemo.com/register,790,0,311
1650707343806,794,Open registration page Request-1,200,OK,Thread Group of 300 users 3-1,text,true,,6170,126,2,3,https://blazedemo.com/register,790,0,311
1650707343813,1036,Open registration page Request,200,OK,Thread Group of 300 users 3-2,text,true,,6403,252,3,4,https://blazedemo.com/register,323,0,42
1650707343813,323,Open registration page Request-0,302,Found,Thread Group of 300 users 3-2,text,true,,227,126,3,4,http://blazedemo.com/register,323,0,42
1650707344139,710,Open registration page Request-1,200,OK,Thread Group of 300 users 3-2,text,true,,6176,126,3,4,https://blazedemo.com/register,708,0,279
1650707344604,668,Perform registration,200,OK,Thread Group of 100 users 1-1,text,true,,6399,518,1,4,https://blazedemo.com/register,271,0,0
1650707344604,271,Perform registration-0,302,Found,Thread Group of 100 users 1-1,text,true,,227,392,1,4,http://blazedemo.com/register,271,0,0
1650707344876,396,Perform registration-1,200,OK,Thread Group of 100 users 1-1,text,true,,6172,126,1,4,https://blazedemo.com/register,386,0,0
1650707344602,672,Perform registration,200,OK,Thread Group of 300 users 3-1,text,true,,6399,518,3,4,https://blazedemo.com/register,273,0,0
1650707344602,273,Perform registration-0,302,Found,Thread Group of 300 users 3-1,text,true,,227,392,3,4,http://blazedemo.com/register,273,0,0
1650707344876,398,Perform registration-1,200,OK,Thread Group of 300 users 3-1,text,true,,6172,126,3,4,https://blazedemo.com/register,395,0,0
1650707344849,671,Perform registration,200,OK,Thread Group of 300 users 3-2,text,true,,6397,518,3,4,https://blazedemo.com/register,277,0,0
1650707344849,277,Perform registration-0,302,Found,Thread Group of 300 users 3-2,text,true,,227,392,3,4,http://blazedemo.com/register,277,0,0
1650707345127,393,Perform registration-1,200,OK,Thread Group of 300 users 3-2,text,true,,6170,126,3,4,https://blazedemo.com/register,380,0,0
1650707344809,862,Open registration page Request,200,OK,Thread Group of 300 users 3-3,text,true,,6395,252,3,4,https://blazedemo.com/register,324,0,49
1650707344809,324,Open registration page Request-0,302,Found,Thread Group of 300 users 3-3,text,true,,227,126,3,4,http://blazedemo.com/register,324,0,49
1650707345133,538,Open registration page Request-1,200,OK,Thread Group of 300 users 3-3,text,true,,6168,126,3,4,https://blazedemo.com/register,531,0,142
1650707345273,667,Login,200,OK,Thread Group of 100 users 1-1,text,true,,5802,403,2,6,https://blazedemo.com/login,270,0,0
1650707345273,270,Login-0,302,Found,Thread Group of 100 users 1-1,text,true,,224,280,2,6,http://blazedemo.com/login,270,0,0
1650707345543,397,Login-1,200,OK,Thread Group of 100 users 1-1,text,true,,5578,123,2,6,https://blazedemo.com/login,385,0,0
1650707345274,726,Login,200,OK,Thread Group of 300 users 3-1,text,true,,5800,403,4,5,https://blazedemo.com/login,276,0,0
1650707345274,276,Login-0,302,Found,Thread Group of 300 users 3-1,text,true,,224,280,4,5,http://blazedemo.com/login,276,0,0
1650707345550,450,Login-1,200,OK,Thread Group of 300 users 3-1,text,true,,5576,123,4,5,https://blazedemo.com/login,405,0,0
1650707345520,689,Login,200,OK,Thread Group of 300 users 3-2,text,true,,5798,403,3,4,https://blazedemo.com/login,284,0,0
1650707345520,284,Login-0,302,Found,Thread Group of 300 users 3-2,text,true,,224,280,3,4,http://blazedemo.com/login,284,0,0
1650707345804,405,Login-1,200,OK,Thread Group of 300 users 3-2,text,true,,5574,123,3,4,https://blazedemo.com/login,398,0,0
1650707345672,762,Perform registration,200,OK,Thread Group of 300 users 3-3,text,true,,6401,518,2,3,https://blazedemo.com/register,328,0,0
1650707345672,328,Perform registration-0,302,Found,Thread Group of 300 users 3-3,text,true,,227,392,2,3,http://blazedemo.com/register,328,0,0
1650707346000,434,Perform registration-1,200,OK,Thread Group of 300 users 3-3,text,true,,6174,126,2,3,https://blazedemo.com/register,431,0,0
1650707345755,1087,Open registration page Request,200,OK,Thread Group of 100 users 1-2,text,true,,6399,252,1,4,https://blazedemo.com/register,330,0,51
1650707345755,330,Open registration page Request-0,302,Found,Thread Group of 100 users 1-2,text,true,,227,126,1,4,http://blazedemo.com/register,330,0,51
1650707346087,755,Open registration page Request-1,200,OK,Thread Group of 100 users 1-2,text,true,,6172,126,1,4,https://blazedemo.com/register,749,0,138
1650707345808,1092,Open registration page Request,200,OK,Thread Group of 300 users 3-4,text,true,,6405,252,3,4,https://blazedemo.com/register,516,0,43
1650707345808,516,Open registration page Request-0,302,Found,Thread Group of 300 users 3-4,text,true,,227,126,3,4,http://blazedemo.com/register,516,0,43
1650707346325,575,Open registration page Request-1,200,OK,Thread Group of 300 users 3-4,text,true,,6178,126,3,4,https://blazedemo.com/register,569,0,129
1650707346435,793,Login,200,OK,Thread Group of 300 users 3-3,text,true,,5798,403,3,4,https://blazedemo.com/login,406,0,0
1650707346435,406,Login-0,302,Found,Thread Group of 300 users 3-3,text,true,,224,280,3,4,http://blazedemo.com/login,406,0,0
1650707346841,387,Login-1,200,OK,Thread Group of 300 users 3-3,text,true,,5574,123,3,4,https://blazedemo.com/login,380,0,0
1650707346843,674,Perform registration,200,OK,Thread Group of 100 users 1-2,text,true,,6401,518,1,3,https://blazedemo.com/register,279,0,0
1650707346843,279,Perform registration-0,302,Found,Thread Group of 100 users 1-2,text,true,,227,392,1,3,http://blazedemo.com/register,279,0,0
1650707347122,395,Perform registration-1,200,OK,Thread Group of 100 users 1-2,text,true,,6174,126,1,3,https://blazedemo.com/register,389,0,0
1650707346900,680,Perform registration,200,OK,Thread Group of 300 users 3-4,text,true,,6405,518,2,3,https://blazedemo.com/register,278,0,0
1650707346900,278,Perform registration-0,302,Found,Thread Group of 300 users 3-4,text,true,,227,392,2,3,http://blazedemo.com/register,278,0,0
1650707347178,402,Perform registration-1,200,OK,Thread Group of 300 users 3-4,text,true,,6178,126,2,3,https://blazedemo.com/register,401,0,0
1650707346809,860,Open registration page Request,200,OK,Thread Group of 300 users 3-5,text,true,,6395,252,2,3,https://blazedemo.com/register,324,0,44
1650707346809,324,Open registration page Request-0,302,Found,Thread Group of 300 users 3-5,text,true,,227,126,2,3,http://blazedemo.com/register,324,0,44
1650707347134,535,Open registration page Request-1,200,OK,Thread Group of 300 users 3-5,text,true,,6168,126,2,3,https://blazedemo.com/register,528,0,146
1650707347518,673,Login,200,OK,Thread Group of 100 users 1-2,text,true,,5792,403,1,4,https://blazedemo.com/login,273,0,0
1650707347518,273,Login-0,302,Found,Thread Group of 100 users 1-2,text,true,,224,280,1,4,http://blazedemo.com/login,273,0,0
1650707347791,400,Login-1,200,OK,Thread Group of 100 users 1-2,text,true,,5568,123,1,4,https://blazedemo.com/login,394,0,0
1650707347580,680,Login,200,OK,Thread Group of 300 users 3-4,text,true,,5798,403,3,3,https://blazedemo.com/login,279,0,0
1650707347580,279,Login-0,302,Found,Thread Group of 300 users 3-4,text,true,,224,280,3,3,http://blazedemo.com/login,279,0,0
1650707347860,400,Login-1,200,OK,Thread Group of 300 users 3-4,text,true,,5574,123,3,3,https://blazedemo.com/login,394,0,0
1650707347808,835,Open registration page Request,200,OK,Thread Group of 300 users 3-6,text,true,,6401,252,2,2,https://blazedemo.com/register,315,0,44
1650707347808,315,Open registration page Request-0,302,Found,Thread Group of 300 users 3-6,text,true,,227,126,2,2,http://blazedemo.com/register,315,0,44
1650707348125,518,Open registration page Request-1,200,OK,Thread Group of 300 users 3-6,text,true,,6174,126,2,2,https://blazedemo.com/register,511,0,125
1650707347670,1625,Perform registration,200,OK,Thread Group of 300 users 3-5,text,true,,6401,518,3,4,https://blazedemo.com/register,1239,0,0
1650707347670,1239,Perform registration-0,302,Found,Thread Group of 300 users 3-5,text,true,,227,392,3,4,http://blazedemo.com/register,1239,0,0
1650707348911,384,Perform registration-1,200,OK,Thread Group of 300 users 3-5,text,true,,6174,126,3,4,https://blazedemo.com/register,373,0,0
1650707348644,723,Perform registration,200,OK,Thread Group of 300 users 3-6,text,true,,6401,518,3,4,https://blazedemo.com/register,280,0,0
1650707348644,280,Perform registration-0,302,Found,Thread Group of 300 users 3-6,text,true,,227,392,3,4,http://blazedemo.com/register,280,0,0
1650707348924,443,Perform registration-1,200,OK,Thread Group of 300 users 3-6,text,true,,6174,126,3,4,https://blazedemo.com/register,437,0,0
1650707348809,828,Open registration page Request,200,OK,Thread Group of 300 users 3-7,text,true,,6403,252,3,4,https://blazedemo.com/register,316,0,48
1650707348809,316,Open registration page Request-0,302,Found,Thread Group of 300 users 3-7,text,true,,227,126,3,4,http://blazedemo.com/register,316,0,48
1650707349126,511,Open registration page Request-1,200,OK,Thread Group of 300 users 3-7,text,true,,6176,126,3,4,https://blazedemo.com/register,504,0,133
1650707348754,910,Open registration page Request,200,OK,Thread Group of 100 users 1-3,text,true,,6399,252,1,4,https://blazedemo.com/register,315,0,40
1650707348754,315,Open registration page Request-0,302,Found,Thread Group of 100 users 1-3,text,true,,227,126,1,4,http://blazedemo.com/register,315,0,40
1650707349070,594,Open registration page Request-1,200,OK,Thread Group of 100 users 1-3,text,true,,6172,126,1,4,https://blazedemo.com/register,585,0,149
1650707349368,739,Login,200,OK,Thread Group of 300 users 3-6,text,true,,5796,403,4,5,https://blazedemo.com/login,275,0,0
1650707349368,275,Login-0,302,Found,Thread Group of 300 users 3-6,text,true,,224,280,4,5,http://blazedemo.com/login,275,0,0
1650707349643,464,Login-1,200,OK,Thread Group of 300 users 3-6,text,true,,5572,123,4,5,https://blazedemo.com/login,458,0,0
1650707349638,679,Perform registration,200,OK,Thread Group of 300 users 3-7,text,true,,6399,518,3,4,https://blazedemo.com/register,280,0,0
1650707349638,280,Perform registration-0,302,Found,Thread Group of 300 users 3-7,text,true,,227,392,3,4,http://blazedemo.com/register,280,0,0
1650707349918,399,Perform registration-1,200,OK,Thread Group of 300 users 3-7,text,true,,6172,126,3,4,https://blazedemo.com/register,395,0,0
1650707349664,687,Perform registration,200,OK,Thread Group of 100 users 1-3,text,true,,6395,518,1,4,https://blazedemo.com/register,271,0,0
1650707349664,271,Perform registration-0,302,Found,Thread Group of 100 users 1-3,text,true,,227,392,1,4,http://blazedemo.com/register,271,0,0
1650707349935,416,Perform registration-1,200,OK,Thread Group of 100 users 1-3,text,true,,6168,126,1,4,https://blazedemo.com/register,410,0,0
1650707349295,1407,Login,200,OK,Thread Group of 300 users 3-5,text,true,,5796,403,3,4,https://blazedemo.com/login,262,0,0
1650707349295,262,Login-0,302,Found,Thread Group of 300 users 3-5,text,true,,224,280,3,4,http://blazedemo.com/login,262,0,0
1650707349557,1145,Login-1,200,OK,Thread Group of 300 users 3-5,text,true,,5572,123,3,4,https://blazedemo.com/login,1116,0,0
1650707349809,905,Open registration page Request,200,OK,Thread Group of 300 users 3-8,text,true,,6401,252,2,3,https://blazedemo.com/register,324,0,44
1650707349809,324,Open registration page Request-0,302,Found,Thread Group of 300 users 3-8,text,true,,227,126,2,3,http://blazedemo.com/register,324,0,44
1650707350134,580,Open registration page Request-1,200,OK,Thread Group of 300 users 3-8,text,true,,6174,126,2,3,https://blazedemo.com/register,577,0,130
1650707350317,655,Login,200,OK,Thread Group of 300 users 3-7,text,true,,5794,403,3,4,https://blazedemo.com/login,269,0,0
1650707350317,269,Login-0,302,Found,Thread Group of 300 users 3-7,text,true,,224,280,3,4,http://blazedemo.com/login,269,0,0
1650707350587,385,Login-1,200,OK,Thread Group of 300 users 3-7,text,true,,5570,123,3,4,https://blazedemo.com/login,379,0,0
1650707350352,669,Login,200,OK,Thread Group of 100 users 1-3,text,true,,5802,403,1,3,https://blazedemo.com/login,266,0,0
1650707350352,266,Login-0,302,Found,Thread Group of 100 users 1-3,text,true,,224,280,1,3,http://blazedemo.com/login,266,0,0
1650707350619,402,Login-1,200,OK,Thread Group of 100 users 1-3,text,true,,5578,123,1,3,https://blazedemo.com/login,395,0,0
1650707350714,677,Perform registration,200,OK,Thread Group of 300 users 3-8,text,true,,6401,518,2,2,https://blazedemo.com/register,275,0,0
1650707350714,275,Perform registration-0,302,Found,Thread Group of 300 users 3-8,text,true,,227,392,2,2,http://blazedemo.com/register,275,0,0
1650707350989,402,Perform registration-1,200,OK,Thread Group of 300 users 3-8,text,true,,6174,126,2,2,https://blazedemo.com/register,395,0,0
1650707350810,841,Open registration page Request,200,OK,Thread Group of 300 users 3-9,text,true,,6401,252,2,2,https://blazedemo.com/register,317,0,46
1650707350810,317,Open registration page Request-0,302,Found,Thread Group of 300 users 3-9,text,true,,227,126,2,2,http://blazedemo.com/register,317,0,46
1650707351128,523,Open registration page Request-1,200,OK,Thread Group of 300 users 3-9,text,true,,6174,126,2,2,https://blazedemo.com/register,513,0,132
1650707351391,684,Login,200,OK,Thread Group of 300 users 3-8,text,true,,5790,403,3,4,https://blazedemo.com/login,272,0,0
1650707351391,272,Login-0,302,Found,Thread Group of 300 users 3-8,text,true,,224,280,3,4,http://blazedemo.com/login,272,0,0
1650707351663,412,Login-1,200,OK,Thread Group of 300 users 3-8,text,true,,5566,123,3,4,https://blazedemo.com/login,399,0,0
1650707351651,679,Perform registration,200,OK,Thread Group of 300 users 3-9,text,true,,6397,518,2,3,https://blazedemo.com/register,265,0,0
1650707351651,266,Perform registration-0,302,Found,Thread Group of 300 users 3-9,text,true,,227,392,2,3,http://blazedemo.com/register,265,0,0
1650707351917,413,Perform registration-1,200,OK,Thread Group of 300 users 3-9,text,true,,6170,126,2,3,https://blazedemo.com/register,403,0,0
1650707351754,947,Open registration page Request,200,OK,Thread Group of 100 users 1-4,text,true,,6399,252,1,3,https://blazedemo.com/register,321,0,40
1650707351754,321,Open registration page Request-0,302,Found,Thread Group of 100 users 1-4,text,true,,227,126,1,3,http://blazedemo.com/register,321,0,40
1650707352077,624,Open registration page Request-1,200,OK,Thread Group of 100 users 1-4,text,true,,6172,126,1,3,https://blazedemo.com/register,617,0,154
1650707351809,1064,Open registration page Request,200,OK,Thread Group of 300 users 3-10,text,true,,6399,252,3,4,https://blazedemo.com/register,490,0,41
1650707351809,490,Open registration page Request-0,302,Found,Thread Group of 300 users 3-10,text,true,,227,126,3,4,http://blazedemo.com/register,490,0,41
1650707352300,573,Open registration page Request-1,200,OK,Thread Group of 300 users 3-10,text,true,,6172,126,3,4,https://blazedemo.com/register,567,0,140
1650707352330,699,Login,200,OK,Thread Group of 300 users 3-9,text,true,,5794,403,3,4,https://blazedemo.com/login,299,0,0
1650707352330,299,Login-0,302,Found,Thread Group of 300 users 3-9,text,true,,224,280,3,4,http://blazedemo.com/login,299,0,0
1650707352629,400,Login-1,200,OK,Thread Group of 300 users 3-9,text,true,,5570,123,3,4,https://blazedemo.com/login,394,0,0
1650707352701,691,Perform registration,200,OK,Thread Group of 100 users 1-4,text,true,,6403,518,1,3,https://blazedemo.com/register,275,0,0
1650707352701,275,Perform registration-0,302,Found,Thread Group of 100 users 1-4,text,true,,227,392,1,3,http://blazedemo.com/register,275,0,0
1650707352976,416,Perform registration-1,200,OK,Thread Group of 100 users 1-4,text,true,,6176,126,1,3,https://blazedemo.com/register,403,0,0
1650707352873,723,Perform registration,200,OK,Thread Group of 300 users 3-10,text,true,,6395,518,2,3,https://blazedemo.com/register,288,0,0
1650707352873,288,Perform registration-0,302,Found,Thread Group of 300 users 3-10,text,true,,227,392,2,3,http://blazedemo.com/register,288,0,0
1650707353161,435,Perform registration-1,200,OK,Thread Group of 300 users 3-10,text,true,,6168,126,2,3,https://blazedemo.com/register,434,0,0
1650707352809,886,Open registration page Request,200,OK,Thread Group of 300 users 3-11,text,true,,6397,252,2,3,https://blazedemo.com/register,346,0,48
1650707352809,346,Open registration page Request-0,302,Found,Thread Group of 300 users 3-11,text,true,,227,126,2,3,http://blazedemo.com/register,346,0,48
1650707353156,539,Open registration page Request-1,200,OK,Thread Group of 300 users 3-11,text,true,,6170,126,2,3,https://blazedemo.com/register,533,0,135
1650707353403,738,Login,200,OK,Thread Group of 100 users 1-4,text,true,,5794,403,1,4,https://blazedemo.com/login,274,0,0
1650707353403,274,Login-0,302,Found,Thread Group of 100 users 1-4,text,true,,224,280,1,4,http://blazedemo.com/login,274,0,0
1650707353677,464,Login-1,200,OK,Thread Group of 100 users 1-4,text,true,,5570,123,1,4,https://blazedemo.com/login,458,0,0
1650707353696,793,Perform registration,200,OK,Thread Group of 300 users 3-11,text,true,,6397,518,3,3,https://blazedemo.com/register,320,0,0
1650707353696,320,Perform registration-0,302,Found,Thread Group of 300 users 3-11,text,true,,227,392,3,3,http://blazedemo.com/register,320,0,0
1650707354016,473,Perform registration-1,200,OK,Thread Group of 300 users 3-11,text,true,,6170,126,3,3,https://blazedemo.com/register,461,0,0
1650707353809,917,Open registration page Request,200,OK,Thread Group of 300 users 3-12,text,true,,6405,252,3,3,https://blazedemo.com/register,313,0,43
1650707353809,313,Open registration page Request-0,302,Found,Thread Group of 300 users 3-12,text,true,,227,126,3,3,http://blazedemo.com/register,313,0,43
1650707354124,602,Open registration page Request-1,200,OK,Thread Group of 300 users 3-12,text,true,,6178,126,3,3,https://blazedemo.com/register,596,0,122
1650707354490,686,Login,200,OK,Thread Group of 300 users 3-11,text,true,,5794,403,4,5,https://blazedemo.com/login,265,0,0
1650707354490,265,Login-0,302,Found,Thread Group of 300 users 3-11,text,true,,224,280,4,5,http://blazedemo.com/login,265,0,0
1650707354755,421,Login-1,200,OK,Thread Group of 300 users 3-11,text,true,,5570,123,4,5,https://blazedemo.com/login,415,0,0
1650707353597,1767,Login,200,OK,Thread Group of 300 users 3-10,text,true,,5794,403,3,4,https://blazedemo.com/login,1359,0,0
1650707353597,1359,Login-0,302,Found,Thread Group of 300 users 3-10,text,true,,224,280,3,4,http://blazedemo.com/login,1359,0,0
1650707354956,408,Login-1,200,OK,Thread Group of 300 users 3-10,text,true,,5570,123,3,4,https://blazedemo.com/login,405,0,0
1650707354727,668,Perform registration,200,OK,Thread Group of 300 users 3-12,text,true,,6401,518,2,3,https://blazedemo.com/register,281,0,0
1650707354727,281,Perform registration-0,302,Found,Thread Group of 300 users 3-12,text,true,,227,392,2,3,http://blazedemo.com/register,281,0,0
1650707355008,387,Perform registration-1,200,OK,Thread Group of 300 users 3-12,text,true,,6174,126,2,3,https://blazedemo.com/register,381,0,0
1650707354756,862,Open registration page Request,200,OK,Thread Group of 100 users 1-5,text,true,,6395,252,1,3,https://blazedemo.com/register,316,0,41
1650707354756,316,Open registration page Request-0,302,Found,Thread Group of 100 users 1-5,text,true,,227,126,1,3,http://blazedemo.com/register,316,0,41
1650707355073,545,Open registration page Request-1,200,OK,Thread Group of 100 users 1-5,text,true,,6168,126,1,3,https://blazedemo.com/register,535,0,137
1650707354809,1065,Open registration page Request,200,OK,Thread Group of 300 users 3-13,text,true,,6397,252,3,4,https://blazedemo.com/register,489,0,50
1650707354809,489,Open registration page Request-0,302,Found,Thread Group of 300 users 3-13,text,true,,227,126,3,4,http://blazedemo.com/register,489,0,50
1650707355299,575,Open registration page Request-1,200,OK,Thread Group of 300 users 3-13,text,true,,6170,126,3,4,https://blazedemo.com/register,560,0,118
1650707355395,672,Login,200,OK,Thread Group of 300 users 3-12,text,true,,5794,403,3,4,https://blazedemo.com/login,279,0,0
1650707355395,279,Login-0,302,Found,Thread Group of 300 users 3-12,text,true,,224,280,3,4,http://blazedemo.com/login,279,0,0
1650707355674,393,Login-1,200,OK,Thread Group of 300 users 3-12,text,true,,5570,123,3,4,https://blazedemo.com/login,383,0,0
1650707355619,674,Perform registration,200,OK,Thread Group of 100 users 1-5,text,true,,6403,518,1,3,https://blazedemo.com/register,282,0,0
1650707355619,282,Perform registration-0,302,Found,Thread Group of 100 users 1-5,text,true,,227,392,1,3,http://blazedemo.com/register,282,0,0
1650707355901,392,Perform registration-1,200,OK,Thread Group of 100 users 1-5,text,true,,6176,126,1,3,https://blazedemo.com/register,385,0,0
1650707355874,682,Perform registration,200,OK,Thread Group of 300 users 3-13,text,true,,6401,518,2,3,https://blazedemo.com/register,275,0,0
1650707355874,275,Perform registration-0,302,Found,Thread Group of 300 users 3-13,text,true,,227,392,2,3,http://blazedemo.com/register,275,0,0
1650707356149,407,Perform registration-1,200,OK,Thread Group of 300 users 3-13,text,true,,6174,126,2,3,https://blazedemo.com/register,407,0,0
1650707355809,890,Open registration page Request,200,OK,Thread Group of 300 users 3-14,text,true,,6399,252,2,3,https://blazedemo.com/register,319,0,42
1650707355809,319,Open registration page Request-0,302,Found,Thread Group of 300 users 3-14,text,true,,227,126,2,3,http://blazedemo.com/register,319,0,42
1650707356129,570,Open registration page Request-1,200,OK,Thread Group of 300 users 3-14,text,true,,6172,126,2,3,https://blazedemo.com/register,567,0,136
1650707356294,712,Login,200,OK,Thread Group of 100 users 1-5,text,true,,5794,403,1,4,https://blazedemo.com/login,275,0,0
1650707356294,275,Login-0,302,Found,Thread Group of 100 users 1-5,text,true,,224,280,1,4,http://blazedemo.com/login,275,0,0
1650707356569,437,Login-1,200,OK,Thread Group of 100 users 1-5,text,true,,5570,123,1,4,https://blazedemo.com/login,422,0,0
1650707356557,713,Login,200,OK,Thread Group of 300 users 3-13,text,true,,5798,403,3,3,https://blazedemo.com/login,269,0,0
1650707356557,269,Login-0,302,Found,Thread Group of 300 users 3-13,text,true,,224,280,3,3,http://blazedemo.com/login,269,0,0
1650707356827,443,Login-1,200,OK,Thread Group of 300 users 3-13,text,true,,5574,123,3,3,https://blazedemo.com/login,440,0,0
1650707356699,684,Perform registration,200,OK,Thread Group of 300 users 3-14,text,true,,6403,518,2,2,https://blazedemo.com/register,269,0,0
1650707356699,269,Perform registration-0,302,Found,Thread Group of 300 users 3-14,text,true,,227,392,2,2,http://blazedemo.com/register,269,0,0
1650707356968,415,Perform registration-1,200,OK,Thread Group of 300 users 3-14,text,true,,6176,126,2,2,https://blazedemo.com/register,408,0,0
1650707356810,1001,Open registration page Request,200,OK,Thread Group of 300 users 3-15,text,true,,6405,252,3,4,https://blazedemo.com/register,319,0,42
1650707356810,319,Open registration page Request-0,302,Found,Thread Group of 300 users 3-15,text,true,,227,126,3,4,http://blazedemo.com/register,319,0,42
1650707357130,681,Open registration page Request-1,200,OK,Thread Group of 300 users 3-15,text,true,,6178,126,3,4,https://blazedemo.com/register,668,0,139
1650707357384,843,Login,200,OK,Thread Group of 300 users 3-14,text,true,,5798,403,3,4,https://blazedemo.com/login,427,0,0
1650707357384,427,Login-0,302,Found,Thread Group of 300 users 3-14,text,true,,224,280,3,4,http://blazedemo.com/login,427,0,0
1650707357811,416,Login-1,200,OK,Thread Group of 300 users 3-14,text,true,,5574,123,3,4,https://blazedemo.com/login,407,0,0
1650707357811,771,Perform registration,200,OK,Thread Group of 300 users 3-15,text,true,,6397,518,2,3,https://blazedemo.com/register,269,0,0
1650707357811,269,Perform registration-0,302,Found,Thread Group of 300 users 3-15,text,true,,227,392,2,3,http://blazedemo.com/register,269,0,0
1650707358079,503,Perform registration-1,200,OK,Thread Group of 300 users 3-15,text,true,,6170,126,2,3,https://blazedemo.com/register,500,0,0
1650707357810,870,Open registration page Request,200,OK,Thread Group of 300 users 3-16,text,true,,6397,252,2,3,https://blazedemo.com/register,336,0,49
1650707357810,336,Open registration page Request-0,302,Found,Thread Group of 300 users 3-16,text,true,,227,126,2,3,http://blazedemo.com/register,336,0,49
1650707358146,534,Open registration page Request-1,200,OK,Thread Group of 300 users 3-16,text,true,,6170,126,2,3,https://blazedemo.com/register,525,0,144
1650707357753,1051,Open registration page Request,200,OK,Thread Group of 100 users 1-6,text,true,,6399,252,1,3,https://blazedemo.com/register,351,0,80
1650707357753,351,Open registration page Request-0,302,Found,Thread Group of 100 users 1-6,text,true,,227,126,1,3,http://blazedemo.com/register,351,0,80
1650707358104,700,Open registration page Request-1,200,OK,Thread Group of 100 users 1-6,text,true,,6172,126,1,3,https://blazedemo.com/register,700,0,297
1650707358805,661,Perform registration,200,OK,Thread Group of 100 users 1-6,text,true,,6397,518,1,4,https://blazedemo.com/register,269,0,0
1650707358805,269,Perform registration-0,302,Found,Thread Group of 100 users 1-6,text,true,,227,392,1,4,http://blazedemo.com/register,269,0,0
1650707359074,392,Perform registration-1,200,OK,Thread Group of 100 users 1-6,text,true,,6170,126,1,4,https://blazedemo.com/register,388,0,0
1650707358583,918,Login,200,OK,Thread Group of 300 users 3-15,text,true,,5800,403,3,4,https://blazedemo.com/login,282,0,0
1650707358583,282,Login-0,302,Found,Thread Group of 300 users 3-15,text,true,,224,280,3,4,http://blazedemo.com/login,282,0,0
1650707358865,636,Login-1,200,OK,Thread Group of 300 users 3-15,text,true,,5576,123,3,4,https://blazedemo.com/login,636,0,0
1650707358681,950,Perform registration,200,OK,Thread Group of 300 users 3-16,text,true,,6399,518,2,3,https://blazedemo.com/register,275,0,0
1650707358681,275,Perform registration-0,302,Found,Thread Group of 300 users 3-16,text,true,,227,392,2,3,http://blazedemo.com/register,275,0,0
1650707358956,675,Perform registration-1,200,OK,Thread Group of 300 users 3-16,text,true,,6172,126,2,3,https://blazedemo.com/register,674,0,0
1650707358808,956,Open registration page Request,200,OK,Thread Group of 300 users 3-17,text,true,,6403,252,2,3,https://blazedemo.com/register,391,0,49
1650707358808,391,Open registration page Request-0,302,Found,Thread Group of 300 users 3-17,text,true,,227,126,2,3,http://blazedemo.com/register,391,0,49
1650707359200,564,Open registration page Request-1,200,OK,Thread Group of 300 users 3-17,text,true,,6176,126,2,3,https://blazedemo.com/register,558,0,137
1650707359466,762,Login,200,OK,Thread Group of 100 users 1-6,text,true,,5806,403,1,4,https://blazedemo.com/login,279,0,0
1650707359466,279,Login-0,302,Found,Thread Group of 100 users 1-6,text,true,,224,280,1,4,http://blazedemo.com/login,279,0,0
1650707359745,483,Login-1,200,OK,Thread Group of 100 users 1-6,text,true,,5582,123,1,4,https://blazedemo.com/login,477,0,0
1650707359632,664,Login,200,OK,Thread Group of 300 users 3-16,text,true,,5802,403,3,3,https://blazedemo.com/login,271,0,0
1650707359632,271,Login-0,302,Found,Thread Group of 300 users 3-16,text,true,,224,280,3,3,http://blazedemo.com/login,271,0,0
1650707359903,393,Login-1,200,OK,Thread Group of 300 users 3-16,text,true,,5578,123,3,3,https://blazedemo.com/login,386,0,0
1650707359765,735,Perform registration,200,OK,Thread Group of 300 users 3-17,text,true,,6405,518,2,2,https://blazedemo.com/register,330,0,0
1650707359765,330,Perform registration-0,302,Found,Thread Group of 300 users 3-17,text,true,,227,392,2,2,http://blazedemo.com/register,330,0,0
1650707360095,405,Perform registration-1,200,OK,Thread Group of 300 users 3-17,text,true,,6178,126,2,2,https://blazedemo.com/register,405,0,0
1650707359808,967,Open registration page Request,200,OK,Thread Group of 300 users 3-18,text,true,,6409,252,2,3,https://blazedemo.com/register,343,0,70
1650707359808,343,Open registration page Request-0,302,Found,Thread Group of 300 users 3-18,text,true,,227,126,2,3,http://blazedemo.com/register,343,0,70
1650707360152,623,Open registration page Request-1,200,OK,Thread Group of 300 users 3-18,text,true,,6182,126,2,3,https://blazedemo.com/register,616,0,126
1650707360501,685,Login,200,OK,Thread Group of 300 users 3-17,text,true,,5792,403,3,4,https://blazedemo.com/login,280,0,0
